ID,FULL_NAME,FIRST_NAME,LAST_NAME,CALLING_NUMBER,CALLED_NUMBER,START_DATE,END_DATE,DURATION,CITY,STATE,ADDRESS,CELL_SITE
184,"Gwenette Bezemer",Gwenette,Bezemer,62(382)352-7493,62(895)811-6103,1631178069,1631180253,2184,"Los Angeles",California,"2707 Linden Place",14
185,"Boonie Flather",Boonie,Flather,504(630)761-4257,971(419)560-7528,1649472946,1649473329,383,Brea,California,"31606 Merchant Hill",17
186,"Frank Bardill",Frank,Bardill,51(336)334-1278,55(854)499-0789,1652184685,1652185679,994,"San Diego",California,"3 Thierer Pass",19
187,"Florie Satchell",Florie,Satchell,52(586)779-1666,33(819)524-5775,1632474972,1632479527,4555,Richmond,California,"75 Talmadge Place",20
188,"Kandy Godfrey",Kandy,Godfrey,86(495)856-3578,55(387)322-6848,1631831225,1631836216,4991,Fullerton,California,"54 Kropf Circle",9
189,"Gwenette Bezemer",Gwenette,Bezemer,62(382)352-7493,86(567)852-1792,1645360511,1645362870,2359,"San Diego",California,"337 Welch Trail",39
190,"Rosalie McGaugey",Rosalie,McGaugey,1(909)642-2495,81(349)168-5517,1648978867,1648981769,2902,Brea,California,"31606 Merchant Hill",17
191,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,55(726)656-6186,1651488819,1651489286,467,Lancaster,California,"646 Carpenter Plaza",23
192,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,356(123)992-0999,1635224121,1635224587,466,Oakland,California,"0443 Mesta Trail",28
193,"Cecil Cordy",Cecil,Cordy,62(203)763-5501,48(855)199-5680,1648978149,1648982295,4146,"Huntington Beach",California,"64153 Birchwood Crossing",24
194,"Tobe Boatright",Tobe,Boatright,502(141)451-6640,373(885)381-2656,1659615121,1659618497,3376,Fullerton,California,"54 Kropf Circle",9
195,"Darla Halfacree",Darla,Halfacree,30(870)704-5639,86(521)154-8375,1644594872,1644595056,184,Sacramento,California,"4 Lunder Lane",35
196,"Charmine Maunders",Charmine,Maunders,92(593)729-9872,976(411)733-8335,1643769747,1643771390,1643,Richmond,California,"75 Talmadge Place",20
197,"Lawrence Jannaway",Lawrence,Jannaway,86(227)105-1344,48(855)199-5680,1640257521,1640258467,946,"Long Beach",California,"678 Elgar Terrace",1
198,"Irene Albert",Irene,Albert,62(185)986-1070,86(567)852-1792,1637811051,1637815558,4507,"San Bernardino",California,"7712 Chive Park",15
199,"Alair Harower",Alair,Harower,230(952)254-2856,234(735)131-5980,1660563202,1660563845,643,"Los Angeles",California,"2707 Linden Place",14
200,"Charmine Maunders",Charmine,Maunders,92(593)729-9872,33(350)921-2235,1636590193,1636591039,846,Fresno,California,"5536 Grasskamp Junction",50
201,"Weston Olley",Weston,Olley,86(130)252-5866,7(180)359-2018,1648476482,1648479733,3251,Irvine,California,"5578 Hoffman Trail",40
202,"Willa Bubbings",Willa,Bubbings,46(467)187-7051,46(227)770-6685,1632562502,1632565895,3393,"San Diego",California,"60354 Monica Crossing",38
203,"Ebenezer Vaud",Ebenezer,Vaud,351(514)131-4102,84(866)126-6246,1647634479,1647636078,1599,"Santa Monica",California,"669 Banding Drive",13
204,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,63(529)477-0399,1643577443,1643579086,1643,Sacramento,California,"4 Lunder Lane",35
205,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,86(806)191-7196,1655603737,1655604396,659,"San Diego",California,"2149 Luster Point",3
206,"Georgianna Lillford",Georgianna,Lillford,86(125)889-2705,55(854)499-0789,1632136581,1632138387,1806,Lancaster,California,"646 Carpenter Plaza",23
207,"Cacilia Sanper",Cacilia,Sanper,351(153)421-4063,234(685)245-1915,1647723755,1647725139,1384,"Los Angeles",California,"854 Corscot Parkway",8
208,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,963(417)537-8882,1657058526,1657059579,1053,Fullerton,California,"61 Washington Parkway",12
209,"Melisse Shilton",Melisse,Shilton,212(830)563-1091,86(567)852-1792,1657841414,1657845983,4569,"San Francisco",California,"1 Prairieview Lane",21
210,"Darla Halfacree",Darla,Halfacree,30(870)704-5639,46(227)770-6685,1653784007,1653787381,3374,"San Diego",California,"337 Welch Trail",39
211,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,373(885)381-2656,1646160697,1646161260,563,Oakland,California,"85369 Independence Lane",16
212,"Cecil Cordy",Cecil,Cordy,62(203)763-5501,66(191)311-1807,1638354874,1638357157,2283,"Santa Cruz",California,"0 Dapin Alley",29
213,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,86(722)958-3884,1646417555,1646418938,1383,"San Jose",California,"7161 Division Park",26
214,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,84(866)126-6246,1640871373,1640873020,1647,"Los Angeles",California,"01978 Susan Pass",6
215,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,66(191)311-1807,1642934368,1642938751,4383,Sacramento,California,"4 Lunder Lane",35
216,"Wat Annetts",Wat,Annetts,66(804)389-7926,212(780)387-2949,1636662997,1636667691,4694,"Los Angeles",California,"8 Esch Street",49
217,"Kandy Godfrey",Kandy,Godfrey,86(495)856-3578,7(180)359-2018,1646307226,1646308875,1649,"San Jose",California,"7161 Division Park",26
218,"Darla Halfacree",Darla,Halfacree,30(870)704-5639,52(572)373-3046,1635738799,1635739621,822,"Santa Monica",California,"669 Banding Drive",13
219,"Florie Satchell",Florie,Satchell,52(586)779-1666,30(285)168-4257,1644533343,1644538015,4672,Richmond,California,"75 Talmadge Place",20
220,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,30(510)813-2489,1643885156,1643889835,4679,"San Jose",California,"36441 Gale Plaza",27
221,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,66(191)311-1807,1633269719,1633271565,1846,"San Francisco",California,"2 New Castle Road",25
222,"Frank Bardill",Frank,Bardill,51(336)334-1278,86(473)129-7337,1644251975,1644255581,3606,Irvine,California,"5578 Hoffman Trail",40
223,"Rube Patshull",Rube,Patshull,27(692)289-3868,86(473)129-7337,1629881308,1629884470,3162,"San Bernardino",California,"7712 Chive Park",15
224,"Bambie Benge",Bambie,Benge,86(211)608-3729,7(707)282-7580,1646216981,1646221676,4695,"San Diego",California,"3 Thierer Pass",19
225,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,86(722)958-3884,1654561057,1654563926,2869,Pasadena,California,"42482 Scott Court",2
226,"Binni Rumming",Binni,Rumming,62(579)581-9409,351(280)695-9593,1653292546,1653296764,4218,Fresno,California,"17646 Prairie Rose Drive",5
227,"Wat Annetts",Wat,Annetts,66(804)389-7926,976(411)733-8335,1641662656,1641666953,4297,Fullerton,California,"54 Kropf Circle",9
228,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,998(108)587-2824,1637402417,1637406347,3930,"San Diego",California,"337 Welch Trail",39
229,"Charin Wass",Charin,Wass,48(171)207-5006,55(854)499-0789,1639263292,1639265260,1968,"San Francisco",California,"1 Prairieview Lane",21
230,"Cecil Cordy",Cecil,Cordy,62(203)763-5501,7(512)226-1547,1648549461,1648551264,1803,"San Francisco",California,"1 Prairieview Lane",21
231,"Rube Patshull",Rube,Patshull,27(692)289-3868,30(285)168-4257,1640061109,1640061672,563,"San Diego",California,"2149 Luster Point",3
232,"Bambie Benge",Bambie,Benge,86(211)608-3729,55(854)499-0789,1637434110,1637436706,2596,"Redwood City",California,"9624 2nd Terrace",33
233,"Alair Harower",Alair,Harower,230(952)254-2856,46(227)770-6685,1638591755,1638595778,4023,"Los Angeles",California,"854 Corscot Parkway",8
234,"Waring Mordy",Waring,Mordy,62(922)388-7545,86(806)191-7196,1658263038,1658266516,3478,"Long Beach",California,"52 Arizona Parkway",43
235,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,963(417)537-8882,1636551473,1636555571,4098,"Los Angeles",California,"854 Corscot Parkway",8
236,"Florie Satchell",Florie,Satchell,52(586)779-1666,62(869)779-9681,1646321132,1646325681,4549,Berkeley,California,"0 Pennsylvania Street",42
237,"Alair Harower",Alair,Harower,230(952)254-2856,86(317)385-0181,1632521678,1632522462,784,Sacramento,California,"24 Hoepker Crossing",47
238,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,7(615)844-9516,1656759498,1656761203,1705,"San Francisco",California,"447 Dexter Crossing",32
239,"Rosalie McGaugey",Rosalie,McGaugey,1(909)642-2495,84(866)126-6246,1642200104,1642202978,2874,"Huntington Beach",California,"55729 Luster Drive",11
240,"Irene Albert",Irene,Albert,62(185)986-1070,62(895)811-6103,1642824007,1642826777,2770,Stockton,California,"647 Larry Park",44
241,"Rebekkah Jukubczak",Rebekkah,Jukubczak,351(774)585-7547,234(685)245-1915,1657202130,1657206733,4603,Irvine,California,"4365 Steensland Pass",22
242,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,7(180)359-2018,1639447593,1639451114,3521,Brea,California,"31606 Merchant Hill",17
243,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,46(295)230-5292,1638974342,1638977142,2800,Inglewood,California,"51 Brentwood Junction",4
244,"Rube Patshull",Rube,Patshull,27(692)289-3868,55(854)499-0789,1649841694,1649842794,1100,Irvine,California,"6642 Rowland Junction",30
245,"Darla Halfacree",Darla,Halfacree,30(870)704-5639,55(854)499-0789,1649091353,1649091525,172,Berkeley,California,"0 Pennsylvania Street",42
246,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,52(572)373-3046,1633599440,1633601036,1596,"Huntington Beach",California,"64153 Birchwood Crossing",24
247,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,55(726)656-6186,1634653256,1634653923,667,"Redwood City",California,"9624 2nd Terrace",33
248,"Cacilia Sanper",Cacilia,Sanper,351(153)421-4063,234(685)245-1915,1642586293,1642588517,2224,Fullerton,California,"61 Washington Parkway",12
249,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,55(854)499-0789,1636646366,1636647457,1091,"Long Beach",California,"678 Elgar Terrace",1
250,"Florie Satchell",Florie,Satchell,52(586)779-1666,963(417)537-8882,1633152137,1633154857,2720,"Los Angeles",California,"8 Esch Street",49
251,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,7(615)844-9516,1633701032,1633702646,1614,"San Jose",California,"7161 Division Park",26
252,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,86(806)191-7196,1653721931,1653724240,2309,Petaluma,California,"22898 Moulton Terrace",48
253,"Willa Bubbings",Willa,Bubbings,46(467)187-7051,46(295)230-5292,1638653123,1638653312,189,"San Francisco",California,"2 New Castle Road",25
254,"Georgianna Lillford",Georgianna,Lillford,86(125)889-2705,234(685)245-1915,1657923872,1657927472,3600,"Santa Cruz",California,"0 Dapin Alley",29
255,"Charmine Maunders",Charmine,Maunders,92(593)729-9872,86(317)385-0181,1650389912,1650392970,3058,"Huntington Beach",California,"64153 Birchwood Crossing",24
256,"Ennis Dutnall",Ennis,Dutnall,968(366)449-5907,30(510)813-2489,1630273415,1630274553,1138,Irvine,California,"5578 Hoffman Trail",40
257,"Darla Halfacree",Darla,Halfacree,30(870)704-5639,62(895)811-6103,1642394599,1642395575,976,Brea,California,"31606 Merchant Hill",17
258,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,55(726)656-6186,1655816476,1655817397,921,"Long Beach",California,"50207 Riverside Alley",10
259,"Cacilia Sanper",Cacilia,Sanper,351(153)421-4063,86(567)852-1792,1638929815,1638932454,2639,Sacramento,California,"24 Hoepker Crossing",47
260,"Willa Bubbings",Willa,Bubbings,46(467)187-7051,63(519)969-3726,1648491286,1648491968,682,Inglewood,California,"51 Brentwood Junction",4
261,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,62(895)811-6103,1653836264,1653840936,4672,Carlsbad,California,"1 Bartelt Lane",31
262,"Hadleigh Zold",Hadleigh,Zold,86(400)649-0538,46(295)230-5292,1633314419,1633317848,3429,Brea,California,"31606 Merchant Hill",17
263,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,30(285)168-4257,1653589870,1653590600,730,Brea,California,"31606 Merchant Hill",17
264,"Cacilia Sanper",Cacilia,Sanper,351(153)421-4063,234(685)245-1915,1634015411,1634018543,3132,Lancaster,California,"646 Carpenter Plaza",23
265,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,373(885)381-2656,1655033456,1655034149,693,Carlsbad,California,"1 Bartelt Lane",31
266,"Betsy Scrancher",Betsy,Scrancher,381(149)151-2454,234(685)245-1915,1633971499,1633973469,1970,Lancaster,California,"646 Carpenter Plaza",23
267,"Irene Albert",Irene,Albert,62(185)986-1070,46(512)805-0306,1634026024,1634026415,391,Sacramento,California,"24 Hoepker Crossing",47
268,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,86(567)852-1792,1635569389,1635570338,949,"Santa Monica",California,"669 Banding Drive",13
269,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,33(350)921-2235,1651368773,1651370622,1849,"San Jose",California,"7161 Division Park",26
270,"Florie Satchell",Florie,Satchell,52(586)779-1666,63(519)969-3726,1655279551,1655281545,1994,Carlsbad,California,"2747 Russell Hill",34
271,"Sarina McMarquis",Sarina,McMarquis,81(653)645-4714,46(295)230-5292,1645162746,1645166848,4102,"San Francisco",California,"1 Prairieview Lane",21
272,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,373(885)381-2656,1647756935,1647760478,3543,"Long Beach",California,"50207 Riverside Alley",10
273,"Sarina McMarquis",Sarina,McMarquis,81(653)645-4714,27(733)395-8992,1632553386,1632556569,3183,Fullerton,California,"61 Washington Parkway",12
274,"Pansy Mattussevich",Pansy,Mattussevich,380(983)370-3141,7(180)359-2018,1646685936,1646686479,543,Glendale,California,"0908 Basil Point",7
275,"Robbi Freegard",Robbi,Freegard,420(355)164-2092,850(839)808-5074,1629877944,1629880650,2706,Richmond,California,"75 Talmadge Place",20
276,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,55(854)499-0789,1658013959,1658015129,1170,"San Diego",California,"337 Welch Trail",39
277,"Crin MacMenamie",Crin,MacMenamie,63(816)897-7174,593(218)348-7628,1643583650,1643586617,2967,"Los Angeles",California,"8 Esch Street",49
278,"Boonie Flather",Boonie,Flather,504(630)761-4257,66(191)311-1807,1652093520,1652096527,3007,"San Jose",California,"7161 Division Park",26
279,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,86(567)852-1792,1638277008,1638278378,1370,Carlsbad,California,"2747 Russell Hill",34
280,"Pansy Mattussevich",Pansy,Mattussevich,380(983)370-3141,63(519)969-3726,1637955555,1637959758,4203,"Santa Monica",California,"669 Banding Drive",13
281,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,998(108)587-2824,1659329246,1659331371,2125,Fresno,California,"17646 Prairie Rose Drive",5
282,"Willa Bubbings",Willa,Bubbings,46(467)187-7051,212(780)387-2949,1660277027,1660279213,2186,Oakland,California,"85369 Independence Lane",16
283,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,66(191)311-1807,1640154015,1640154231,216,"San Diego",California,"60354 Monica Crossing",38
284,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,46(295)230-5292,1656190139,1656192758,2619,"Los Angeles",California,"2707 Linden Place",14
285,"Frank Bardill",Frank,Bardill,51(336)334-1278,66(191)311-1807,1640209414,1640213023,3609,Carlsbad,California,"1 Bartelt Lane",31
286,"Jocko Crutch",Jocko,Crutch,33(583)906-9913,7(707)282-7580,1658140093,1658140701,608,"San Francisco",California,"2 New Castle Road",25
287,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,850(839)808-5074,1638135766,1638137438,1672,"Huntington Beach",California,"64153 Birchwood Crossing",24
288,"Cacilia Sanper",Cacilia,Sanper,351(153)421-4063,33(831)446-5581,1647219065,1647222014,2949,Glendale,California,"0908 Basil Point",7
289,"Cosette Parrot",Cosette,Parrot,86(318)201-5689,55(726)656-6186,1655457996,1655458292,296,"San Francisco",California,"1 Prairieview Lane",21
290,"Charin Wass",Charin,Wass,48(171)207-5006,55(854)499-0789,1642528426,1642531437,3011,Carlsbad,California,"2747 Russell Hill",34
291,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,86(317)385-0181,1649780431,1649780861,430,Sacramento,California,"4 Corry Park",37
292,"Gwenette Bezemer",Gwenette,Bezemer,62(382)352-7493,86(317)385-0181,1654170074,1654173944,3870,"Long Beach",California,"678 Elgar Terrace",1
293,"Boonie Flather",Boonie,Flather,504(630)761-4257,46(512)805-0306,1655591613,1655594225,2612,Fresno,California,"5536 Grasskamp Junction",50
294,"Frank Bardill",Frank,Bardill,51(336)334-1278,86(806)191-7196,1658239737,1658241348,1611,"San Jose",California,"36441 Gale Plaza",27
295,"Charmine Maunders",Charmine,Maunders,92(593)729-9872,48(634)965-2665,1638343891,1638347168,3277,"San Francisco",California,"1 Prairieview Lane",21
296,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,30(285)168-4257,1653282043,1653286888,4845,"San Bernardino",California,"7712 Chive Park",15
297,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,86(661)667-6074,1650209352,1650211997,2645,Berkeley,California,"0 Pennsylvania Street",42
298,"Hadleigh Zold",Hadleigh,Zold,86(400)649-0538,46(227)770-6685,1650313122,1650316152,3030,"Santa Cruz",California,"0 Dapin Alley",29
299,"Frank Bardill",Frank,Bardill,51(336)334-1278,62(500)122-2049,1646919948,1646923354,3406,"Long Beach",California,"94032 Alpine Center",41
300,"Rosalie McGaugey",Rosalie,McGaugey,1(909)642-2495,7(512)226-1547,1660321900,1660322857,957,"Long Beach",California,"94032 Alpine Center",41
301,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,998(108)587-2824,1638431146,1638433948,2802,Lancaster,California,"646 Carpenter Plaza",23
302,"Tobe Boatright",Tobe,Boatright,502(141)451-6640,86(661)667-6074,1631939843,1631941155,1312,"Long Beach",California,"94032 Alpine Center",41
303,"Alair Harower",Alair,Harower,230(952)254-2856,62(869)779-9681,1647746373,1647749664,3291,"Los Angeles",California,"854 Corscot Parkway",8
304,"Pansy Mattussevich",Pansy,Mattussevich,380(983)370-3141,33(831)446-5581,1655315219,1655318153,2934,Fresno,California,"5536 Grasskamp Junction",50
305,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,86(661)667-6074,1649509218,1649512515,3297,"Redwood City",California,"9624 2nd Terrace",33
306,"Alair Harower",Alair,Harower,230(952)254-2856,86(473)129-7337,1651458134,1651459470,1336,Petaluma,California,"22898 Moulton Terrace",48
307,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,46(512)805-0306,1641162474,1641165438,2964,Irvine,California,"5578 Hoffman Trail",40
308,"Cirilo Kyndred",Cirilo,Kyndred,353(286)379-0766,62(895)811-6103,1634392972,1634393967,995,"San Jose",California,"36441 Gale Plaza",27
309,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,86(521)154-8375,1656570696,1656571043,347,"Huntington Beach",California,"55729 Luster Drive",11
310,"Pansy Mattussevich",Pansy,Mattussevich,380(983)370-3141,7(180)359-2018,1652306443,1652309392,2949,Carlsbad,California,"1 Bartelt Lane",31
311,"Binni Rumming",Binni,Rumming,62(579)581-9409,86(567)852-1792,1651744709,1651744848,139,"Long Beach",California,"94032 Alpine Center",41
312,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,33(831)446-5581,1652020037,1652023223,3186,"San Francisco",California,"1 Prairieview Lane",21
313,"Weston Olley",Weston,Olley,86(130)252-5866,30(510)813-2489,1630962365,1630965085,2720,Irvine,California,"6642 Rowland Junction",30
314,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,356(123)992-0999,1645413273,1645413576,303,Richmond,California,"75 Talmadge Place",20
315,"Georgianna Lillford",Georgianna,Lillford,86(125)889-2705,234(685)245-1915,1658744908,1658745563,655,Irvine,California,"6642 Rowland Junction",30
316,"Lilia Ellerker",Lilia,Ellerker,86(523)430-1507,52(572)373-3046,1655903722,1655907081,3359,"San Francisco",California,"1 Prairieview Lane",21
317,"Rube Patshull",Rube,Patshull,27(692)289-3868,86(722)958-3884,1650834597,1650837743,3146,"Los Angeles",California,"8 Esch Street",49
318,"Gwenette Bezemer",Gwenette,Bezemer,62(382)352-7493,998(108)587-2824,1638006510,1638010864,4354,"Santa Cruz",California,"0 Dapin Alley",29
319,"Benedetto Cownden",Benedetto,Cownden,63(416)723-3488,27(733)395-8992,1643483262,1643487883,4621,"San Francisco",California,"60 Fisk Way",45
320,"Binni Rumming",Binni,Rumming,62(579)581-9409,55(387)322-6848,1652594343,1652596652,2309,"San Diego",California,"3 Thierer Pass",19
321,"Georgianna Lillford",Georgianna,Lillford,86(125)889-2705,63(519)969-3726,1647863193,1647864779,1586,Irvine,California,"5578 Hoffman Trail",40
322,"Ebenezer Vaud",Ebenezer,Vaud,351(514)131-4102,963(417)537-8882,1657083055,1657085978,2923,"San Jose",California,"36441 Gale Plaza",27
323,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,55(726)656-6186,1648182281,1648184134,1853,Sacramento,California,"4 Corry Park",37
324,"Brennan Orrock",Brennan,Orrock,48(326)465-3411,33(831)446-5581,1650036870,1650037597,727,"Long Beach",California,"94032 Alpine Center",41
325,"Gwenette Bezemer",Gwenette,Bezemer,62(382)352-7493,27(733)395-8992,1644159980,1644162998,3018,Sacramento,California,"4 Lunder Lane",35
326,"Thom Mitcham",Thom,Mitcham,385(186)616-2077,976(411)733-8335,1634335202,1634337304,2102,Sacramento,California,"4 Corry Park",37
327,"Lanie Hagley",Lanie,Hagley,63(996)834-3794,86(661)667-6074,1660621572,1660626232,4660,Lancaster,California,"646 Carpenter Plaza",23
328,"Brennan Orrock",Brennan,Orrock,48(326)465-3411,63(529)477-0399,1656138722,1656140253,1531,"Long Beach",California,"94032 Alpine Center",41
329,"Betsy Scrancher",Betsy,Scrancher,381(149)151-2454,998(108)587-2824,1648781182,1648785570,4388,Fresno,California,"5536 Grasskamp Junction",50
330,"Bambie Benge",Bambie,Benge,86(211)608-3729,55(726)656-6186,1647926823,1647930521,3698,"San Diego",California,"60354 Monica Crossing",38
331,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,48(855)199-5680,1653910322,1653915119,4797,"San Bernardino",California,"7712 Chive Park",15
332,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,48(634)965-2665,1637256177,1637260323,4146,Petaluma,California,"22898 Moulton Terrace",48
333,"Georgianna Lillford",Georgianna,Lillford,86(125)889-2705,7(180)359-2018,1635136717,1635138982,2265,Fresno,California,"5536 Grasskamp Junction",50
334,"Cameron Smallthwaite",Cameron,Smallthwaite,62(232)374-2946,86(661)667-6074,1636079710,1636083895,4185,"San Bernardino",California,"7712 Chive Park",15
335,"Crin MacMenamie",Crin,MacMenamie,63(816)897-7174,27(733)395-8992,1653463305,1653465980,2675,"San Bernardino",California,"7712 Chive Park",15
336,"Gearard Chalcraft",Gearard,Chalcraft,967(148)674-9523,33(819)524-5775,1638092469,1638094916,2447,"Redwood City",California,"9624 2nd Terrace",33
337,"Waring Mordy",Waring,Mordy,62(922)388-7545,234(735)131-5980,1657516422,1657517426,1004,"Los Angeles",California,"01978 Susan Pass",6
338,"Binni Rumming",Binni,Rumming,62(579)581-9409,62(500)122-2049,1641497595,1641500817,3222,"Los Angeles",California,"854 Corscot Parkway",8
339,"Mahmud Beavors",Mahmud,Beavors,420(676)630-1818,86(722)958-3884,1657400229,1657403371,3142,"Los Angeles",California,"854 Corscot Parkway",8
340,"Boonie Flather",Boonie,Flather,504(630)761-4257,30(285)168-4257,1657788923,1657793908,4985,Fresno,California,"5536 Grasskamp Junction",50
341,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,30(510)813-2489,1645650063,1645652263,2200,"Santa Cruz",California,"0 Dapin Alley",29
342,"Tobe Boatright",Tobe,Boatright,502(141)451-6640,234(685)245-1915,1660657445,1660661324,3879,"Huntington Beach",California,"64153 Birchwood Crossing",24
343,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,48(634)965-2665,1651387012,1651389669,2657,Brea,California,"31606 Merchant Hill",17
344,"Terence Balhatchet",Terence,Balhatchet,351(905)372-6077,46(512)805-0306,1646136674,1646138485,1811,Richmond,California,"7 Memorial Trail",18
345,"Rube Patshull",Rube,Patshull,27(692)289-3868,62(869)779-9681,1646072235,1646075856,3621,Oakland,California,"0443 Mesta Trail",28
346,"Kandy Godfrey",Kandy,Godfrey,86(495)856-3578,52(572)373-3046,1646440121,1646443818,3697,"Santa Monica",California,"669 Banding Drive",13
347,"Ebenezer Vaud",Ebenezer,Vaud,351(514)131-4102,30(510)813-2489,1645843157,1645846600,3443,Carlsbad,California,"2747 Russell Hill",34
348,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,373(885)381-2656,1638744714,1638746818,2104,Fullerton,California,"54 Kropf Circle",9
349,"Brennan Orrock",Brennan,Orrock,48(326)465-3411,48(855)199-5680,1634730819,1634732899,2080,"Santa Monica",California,"669 Banding Drive",13
350,"Tobe Boatright",Tobe,Boatright,502(141)451-6640,7(615)844-9516,1656296485,1656298121,1636,"Long Beach",California,"52 Arizona Parkway",43
351,"Brennan Orrock",Brennan,Orrock,48(326)465-3411,62(895)811-6103,1653375256,1653379491,4235,Irvine,California,"5578 Hoffman Trail",40
352,"Rosalie McGaugey",Rosalie,McGaugey,1(909)642-2495,62(500)122-2049,1638335847,1638340734,4887,"San Diego",California,"337 Welch Trail",39
353,"Jocko Crutch",Jocko,Crutch,33(583)906-9913,55(387)322-6848,1644881835,1644884080,2245,Glendale,California,"0908 Basil Point",7
354,"Irene Albert",Irene,Albert,62(185)986-1070,86(806)191-7196,1640129666,1640132099,2433,Irvine,California,"6642 Rowland Junction",30
355,"Cacilia Sanper",Cacilia,Sanper,351(153)421-4063,212(780)387-2949,1631833717,1631838676,4959,"San Diego",California,"337 Welch Trail",39
356,"Willa Bubbings",Willa,Bubbings,46(467)187-7051,84(866)126-6246,1661012311,1661015066,2755,"Santa Monica",California,"669 Banding Drive",13
357,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,46(512)805-0306,1644385681,1644387240,1559,"Huntington Beach",California,"64153 Birchwood Crossing",24
358,"Lizabeth Kilshall",Lizabeth,Kilshall,86(763)709-8753,7(615)844-9516,1642428341,1642433324,4983,Fullerton,California,"61 Washington Parkway",12
359,"Rebekkah Jukubczak",Rebekkah,Jukubczak,351(774)585-7547,86(473)129-7337,1646259964,1646260898,934,Sacramento,California,"4 Corry Park",37
360,"Irene Albert",Irene,Albert,62(185)986-1070,86(661)667-6074,1661047567,1661052029,4462,"San Francisco",California,"1 Prairieview Lane",21
361,"Ebenezer Vaud",Ebenezer,Vaud,351(514)131-4102,33(831)446-5581,1637173482,1637178228,4746,"Los Angeles",California,"01978 Susan Pass",6
362,"Irene Albert",Irene,Albert,62(185)986-1070,48(855)199-5680,1660677506,1660682438,4932,"Long Beach",California,"94032 Alpine Center",41
363,"Waring Mordy",Waring,Mordy,62(922)388-7545,7(707)282-7580,1632122133,1632124204,2071,Oakland,California,"85369 Independence Lane",16
364,"Leila Ruddick",Leila,Ruddick,996(696)476-9493,963(417)537-8882,1638508712,1638509326,614,"San Diego",California,"3 Thierer Pass",19
365,"Alair Harower",Alair,Harower,230(952)254-2856,62(906)288-1488,1634667077,1634670512,3435,Pasadena,California,"42482 Scott Court",2
366,"Florie Satchell",Florie,Satchell,52(586)779-1666,62(906)288-1488,1651872646,1651876262,3616,"San Francisco",California,"447 Dexter Crossing",32
367,"Paulie Anthonies",Paulie,Anthonies,86(817)997-8369,48(457)911-6423,1634783818,1634786481,2663,"Los Angeles",California,"8 Esch Street",49
